step,train_acts_billions,train_loss
130279,0.533623,0.9571
130303,0.533721,0.9652
130326,0.533815,0.962
130350,0.533914,0.9577
130374,0.534012,0.9642
130398,0.53411,0.9608
130421,0.534204,0.9571
130445,0.534303,0.9633
130469,0.534401,0.9676
130492,0.534495,0.9719
130516,0.534594,0.9599
130538,0.534684,0.9692
130563,0.534786,0.965
130587,0.534884,0.9633
130611,0.534983,0.9613
130635,0.535081,0.9542
130658,0.535175,0.9602
130681,0.535269,0.9627
130705,0.535368,0.9576
130729,0.535466,0.9619
130753,0.535564,0.9642
130777,0.535663,0.9566
130801,0.535761,0.9579
130824,0.535855,0.9647
130847,0.535949,0.9616
130870,0.536044,0.9683
130894,0.536142,0.9648
130917,0.536236,0.9567
130939,0.536326,0.9742
130962,0.53642,0.9586
130986,0.536519,0.9591
131009,0.536613,0.9618
131032,0.536707,0.9695
131056,0.536805,0.9728
131079,0.5369,0.9658
131103,0.536998,0.9627
131127,0.537096,0.9586
131151,0.537194,0.9558
131174,0.537289,0.9652
131198,0.537387,0.965
131223,0.537489,0.9596
131247,0.537588,0.9513
131270,0.537682,0.9535
131294,0.53778,0.9641
131317,0.537874,0.9682
131341,0.537973,0.9656
131365,0.538071,0.9736
131388,0.538165,0.9681
131412,0.538264,0.9575
131435,0.538358,0.9655
131459,0.538456,0.9632
131483,0.538554,0.9558
131506,0.538649,0.9615
131529,0.538743,0.9612
131553,0.538841,0.9643
131576,0.538935,0.9571
131600,0.539034,0.9635
131623,0.539128,0.9692
131647,0.539226,0.9615
131671,0.539324,0.961
131694,0.539419,0.9551
131718,0.539517,0.9599
131742,0.539615,0.9636
131767,0.539718,0.9605
131790,0.539812,0.9568
131813,0.539906,0.9586
131836,0.54,0.964
131860,0.540099,0.9581
131882,0.540189,0.9693
131906,0.540287,0.9682
131930,0.540385,0.9636
131954,0.540484,0.9612
131978,0.540582,0.9528
132002,0.54068,0.9586
132025,0.540774,0.9526
132049,0.540873,0.9605
132072,0.540967,0.9542
132096,0.541065,0.9677
132120,0.541164,0.9504
132143,0.541258,0.9568
132167,0.541356,0.9529
132190,0.54145,0.9617
132214,0.541549,0.9597
132238,0.541647,0.9636
132261,0.541741,0.9693
132285,0.541839,0.9589
132309,0.541938,0.9637
132333,0.542036,0.9612
132357,0.542134,0.9589
132380,0.542228,0.9647
132404,0.542327,0.9641
132428,0.542425,0.9678
132452,0.542523,0.9695
132475,0.542618,0.9676
132499,0.542716,0.9657
132523,0.542814,0.9497
132545,0.542904,0.9501
132569,0.543003,0.9602
132593,0.543101,0.9598
132617,0.543199,0.956
132642,0.543302,0.9722
132666,0.5434,0.9571
132689,0.543494,0.9619
132713,0.543592,0.9479
132737,0.543691,0.9527
132760,0.543785,0.964
132785,0.543887,0.9527
132804,0.543965,0.9567
132808,0.543982,0.9571
132831,0.544076,0.9605
132855,0.544174,0.9506
132879,0.544272,0.9694
132903,0.544371,0.9484
132927,0.544469,0.9472
132951,0.544567,0.951
132974,0.544662,0.9549
132997,0.544756,0.9644
133021,0.544854,0.9632
133044,0.544948,0.95
133067,0.545042,0.9671
133090,0.545137,0.956
133114,0.545235,0.9525
133139,0.545337,0.9589
133163,0.545436,0.9612
133186,0.54553,0.9632
133210,0.545628,0.9557
133233,0.545722,0.9625
133257,0.545821,0.9668
133280,0.545915,0.9528
133304,0.546013,0.9515
133327,0.546107,0.96
133351,0.546206,0.966
133375,0.546304,0.9551
133399,0.546402,0.9606
133423,0.546501,0.9752
133446,0.546595,0.9641
133469,0.546689,0.9703
133493,0.546787,0.9648
133517,0.546886,0.9563
133540,0.54698,0.9633
133563,0.547074,0.9533
133587,0.547172,0.9568
133610,0.547267,0.9534
133634,0.547365,0.9626
133656,0.547455,0.95
133681,0.547557,0.9624
133703,0.547647,0.9577
133727,0.547746,0.9584
133751,0.547844,0.9662
133775,0.547942,0.9474
133798,0.548037,0.9525
133820,0.548127,0.971
133843,0.548221,0.969
133867,0.548319,0.9609
133890,0.548413,0.954
133914,0.548512,0.9624
133937,0.548606,0.9625
133960,0.5487,0.9631
133984,0.548798,0.9464
134008,0.548897,0.9492
134032,0.548995,0.9611
134056,0.549093,0.9607
134081,0.549196,0.9597
134104,0.54929,0.9559
134127,0.549384,0.9545
134151,0.549482,0.9528
134175,0.549581,0.9533
134198,0.549675,0.9494
134222,0.549773,0.9602
134246,0.549872,0.9691
134269,0.549966,0.9752
134293,0.550064,0.9619
134317,0.550162,0.95
134341,0.550261,0.9606
134365,0.550359,0.958
134387,0.550449,0.9578
134409,0.550539,0.961
134433,0.550638,0.9601
134457,0.550736,0.9575
134479,0.550826,0.9573
134503,0.550924,0.9593
134526,0.551018,0.9619
134550,0.551117,0.9554
134574,0.551215,0.9647
134597,0.551309,0.9622
134621,0.551408,0.9622
134644,0.551502,0.9635
134667,0.551596,0.9605
134690,0.55169,0.9501
134713,0.551784,0.9619
134736,0.551879,0.9604
134760,0.551977,0.9531
134784,0.552075,0.9583
134808,0.552174,0.9625
134831,0.552268,0.9729
134854,0.552362,0.951
134878,0.55246,0.9515
134902,0.552559,0.9628
134926,0.552657,0.9607
134950,0.552755,0.9508
134974,0.552854,0.9587
134998,0.552952,0.9542
135022,0.55305,0.9528
135045,0.553144,0.9502
135069,0.553243,0.9676
135092,0.553337,0.9684
135115,0.553431,0.9622
135139,0.553529,0.9553
135162,0.553624,0.9602
135185,0.553718,0.9596
135209,0.553816,0.9579
135233,0.553914,0.9515
135257,0.554013,0.958
135280,0.554107,0.9605
135303,0.554201,0.9592
135327,0.554299,0.9643
135351,0.554398,0.9601
135375,0.554496,0.9506
135399,0.554594,0.9505
135422,0.554689,0.9643
135444,0.554779,0.9599
135468,0.554877,0.9644
135492,0.554975,0.956
135514,0.555065,0.9654
135538,0.555164,0.9502
135560,0.555254,0.9586
135584,0.555352,0.9672
135608,0.55545,0.9635
135632,0.555549,0.9641
135655,0.555643,0.9636
135678,0.555737,0.9589
135702,0.555835,0.9556
135726,0.555934,0.9478
135749,0.556028,0.9496
135773,0.556126,0.9709
135797,0.556225,0.954
135821,0.556323,0.9501
135844,0.556417,0.9661
135869,0.556519,0.9566
135893,0.556618,0.9601
135916,0.556712,0.9674
135940,0.55681,0.9583
135964,0.556909,0.9598
135988,0.557007,0.9596
136012,0.557105,0.9596
136036,0.557203,0.9649
136059,0.557298,0.9552
136083,0.557396,0.9652
136107,0.557494,0.9679
136131,0.557593,0.9571
136154,0.557687,0.9532
136178,0.557785,0.956
136201,0.557879,0.9594
136225,0.557978,0.9551
136249,0.558076,0.9622
136273,0.558174,0.9565
136297,0.558273,0.9585
136321,0.558371,0.9508
136345,0.558469,0.9577
136369,0.558567,0.9571
136393,0.558666,0.971
136416,0.55876,0.9526
136440,0.558858,0.9569
136464,0.558957,0.9631
136487,0.559051,0.9517
136511,0.559149,0.9659
136534,0.559243,0.9599
136558,0.559342,0.9601
136582,0.55944,0.9513
136606,0.559538,0.9661
136630,0.559636,0.9654
136653,0.559731,0.9511
136677,0.559829,0.9516
136701,0.559927,0.9636
136725,0.560026,0.9522
136749,0.560124,0.9502
136773,0.560222,0.9517
136796,0.560316,0.9683
136820,0.560415,0.9575
136844,0.560513,0.9656
136867,0.560607,0.9633
136891,0.560706,0.9529
136915,0.560804,0.9742
136938,0.560898,0.9713
136962,0.560996,0.9596
136986,0.561095,0.9601
137010,0.561193,0.9533
137034,0.561291,0.9524
137056,0.561381,0.9527
137081,0.561484,0.9573
137104,0.561578,0.9516
137128,0.561676,0.9529
137152,0.561775,0.9473
137175,0.561869,0.958
137197,0.561959,0.9585
137221,0.562057,0.964
137244,0.562151,0.9568
137268,0.56225,0.9486
137292,0.562348,0.9662
137315,0.562442,0.9566
137339,0.562541,0.9529
137364,0.562643,0.954
137387,0.562737,0.9605
137411,0.562835,0.9594
137434,0.56293,0.9566
137457,0.563024,0.9516
137481,0.563122,0.9657
137504,0.563216,0.9654
137529,0.563319,0.9494
137552,0.563413,0.9565
137576,0.563511,0.9584
137600,0.56361,0.9536
137623,0.563704,0.9524
137647,0.563802,0.9619
137671,0.5639,0.9681
137695,0.563999,0.9586
137718,0.564093,0.9635
137742,0.564191,0.9598
137766,0.56429,0.9624
137790,0.564388,0.9556
137813,0.564482,0.9606
137836,0.564576,0.9653
137860,0.564675,0.9526
137883,0.564769,0.9672
137906,0.564863,0.9567
137930,0.564961,0.9489
137954,0.56506,0.9592
137978,0.565158,0.9598
138002,0.565256,0.9587
138026,0.565354,0.9577
138049,0.565449,0.9578
138073,0.565547,0.9487
138097,0.565645,0.9637
138121,0.565744,0.9556
138145,0.565842,0.9601
138169,0.56594,0.9531
138193,0.566039,0.9512
138217,0.566137,0.9584
138240,0.566231,0.9581
138265,0.566333,0.9626
138289,0.566432,0.9712
138312,0.566526,0.9576
138336,0.566624,0.9685
138360,0.566723,0.9447
138384,0.566821,0.9555
138408,0.566919,0.972
138432,0.567017,0.9679
138456,0.567116,0.9629
138479,0.56721,0.9703
138503,0.567308,0.9595
138527,0.567407,0.9765
138551,0.567505,0.9701
138575,0.567603,0.9593
138599,0.567702,0.9604
138624,0.567804,0.9564
138648,0.567902,0.9589
138671,0.567996,0.967
138695,0.568095,0.9539
138719,0.568193,0.9632
138742,0.568287,0.9651
138766,0.568386,0.9544
138790,0.568484,0.9589
138813,0.568578,0.9634
138838,0.56868,0.9524
138862,0.568779,0.965
138885,0.568873,0.9533
138909,0.568971,0.9592
138933,0.56907,0.9651
138957,0.569168,0.956
138981,0.569266,0.9675
139004,0.56936,0.9655
139028,0.569459,0.9528
139052,0.569557,0.9699
139075,0.569651,0.9622
139099,0.56975,0.9583
139124,0.569852,0.9693
139147,0.569946,0.9549
139171,0.570044,0.9524
139195,0.570143,0.9644
139219,0.570241,0.9593
139243,0.570339,0.9678
139267,0.570438,0.9595
139291,0.570536,0.9433
139315,0.570634,0.9656
139339,0.570733,0.9533
139364,0.570835,0.9636
139387,0.570929,0.9518
139411,0.571027,0.9604
139434,0.571122,0.9688
139458,0.57122,0.9563
139481,0.571314,0.9536
139505,0.571412,0.9561
139529,0.571511,0.9628
139554,0.571613,0.9533
139577,0.571707,0.9657
139601,0.571806,0.9662
139626,0.571908,0.958
139649,0.572002,0.9492
139673,0.572101,0.9619
139697,0.572199,0.9622
139720,0.572293,0.9544
139742,0.572383,0.9593
139767,0.572486,0.9575
139789,0.572576,0.9575
139813,0.572674,0.9592
139837,0.572772,0.9424
139860,0.572867,0.9549
139884,0.572965,0.9552
139908,0.573063,0.96
139932,0.573161,0.9527
139956,0.57326,0.9564
139980,0.573358,0.9604
140004,0.573456,0.9603
140027,0.573551,0.9412
140052,0.573653,0.9547
140075,0.573747,0.9571
140100,0.57385,0.9489
140124,0.573948,0.9618
140148,0.574046,0.9665
140171,0.57414,0.9606
140195,0.574239,0.9484
140219,0.574337,0.9526
140243,0.574435,0.9637
140268,0.574538,0.9533
140291,0.574632,0.9517
140315,0.57473,0.9598
140338,0.574824,0.9544
140362,0.574923,0.9596
140385,0.575017,0.9622
140408,0.575111,0.9735
140432,0.575209,0.9512
140456,0.575308,0.9568
140479,0.575402,0.967
140503,0.5755,0.9618
140526,0.575594,0.9631
140550,0.575693,0.9641
140574,0.575791,0.9591
140598,0.575889,0.9545
140616,0.575963,0.9602
140621,0.575984,0.9553
140645,0.576082,0.9597
140669,0.57618,0.9483
140692,0.576274,0.9542
140715,0.576369,0.9585
140738,0.576463,0.9455
140763,0.576565,0.9546
140787,0.576664,0.9583
140811,0.576762,0.9586
140834,0.576856,0.9675
140857,0.57695,0.9448
140880,0.577044,0.9543
140905,0.577147,0.9512
140928,0.577241,0.9515
140952,0.577339,0.9514
140977,0.577442,0.9645
141001,0.57754,0.9545
141025,0.577638,0.9662
141049,0.577737,0.9497
141073,0.577835,0.9649
141097,0.577933,0.9572
141121,0.578032,0.9522
141145,0.57813,0.9557
141168,0.578224,0.9533
141192,0.578322,0.9545
141217,0.578425,0.9529
141241,0.578523,0.9629
141264,0.578617,0.9629
141287,0.578712,0.9565
141311,0.57881,0.9588
141335,0.578908,0.9664
141358,0.579002,0.9595
141382,0.579101,0.9691
141405,0.579195,0.9478
141429,0.579293,0.9478
141452,0.579387,0.9613
141476,0.579486,0.9712
141499,0.57958,0.9584
141523,0.579678,0.9538
141546,0.579772,0.9559
141570,0.579871,0.9647
141594,0.579969,0.956
141617,0.580063,0.9647
141641,0.580162,0.9537
141665,0.58026,0.9544
141689,0.580358,0.9563
141713,0.580456,0.9681
141736,0.580551,0.9495
141760,0.580649,0.9521
141783,0.580743,0.9586
141807,0.580841,0.9542
141830,0.580936,0.9618
141852,0.581026,0.9615
141876,0.581124,0.9662
141899,0.581218,0.9605
141922,0.581313,0.9597
141946,0.581411,0.9675
141969,0.581505,0.9674
141993,0.581603,0.9622
142017,0.581702,0.9668
142041,0.5818,0.9589
142064,0.581894,0.9517
142088,0.581992,0.9667
142111,0.582087,0.9624
142135,0.582185,0.9499
142159,0.582283,0.9576
142182,0.582377,0.9511
142205,0.582472,0.9559
142228,0.582566,0.9561
142251,0.58266,0.9661
142274,0.582754,0.9621
142298,0.582853,0.9542
142321,0.582947,0.9632
142345,0.583045,0.9616
142369,0.583143,0.9598
142392,0.583238,0.9496
142416,0.583336,0.9613
142439,0.58343,0.96
142463,0.583528,0.9622
142487,0.583627,0.9701
142510,0.583721,0.9585
142533,0.583815,0.9554
142557,0.583913,0.9542
142581,0.584012,0.9554
142605,0.58411,0.9518
142629,0.584208,0.9587
142652,0.584303,0.9516
142676,0.584401,0.9606
142700,0.584499,0.9602
142724,0.584598,0.9546
142748,0.584696,0.95
142771,0.58479,0.9703
142795,0.584888,0.9554
142819,0.584987,0.9617
142843,0.585085,0.9628
142866,0.585179,0.9714
142889,0.585273,0.9614
142912,0.585368,0.9495
142936,0.585466,0.9526
142960,0.585564,0.9499
142983,0.585658,0.9503
143006,0.585753,0.9738
143031,0.585855,0.9621
143054,0.585949,0.959
143078,0.586047,0.9613
143102,0.586146,0.96
143126,0.586244,0.9516
143150,0.586342,0.9516
143175,0.586445,0.9646
143199,0.586543,0.9513
143222,0.586637,0.9506
143245,0.586732,0.9648
143269,0.58683,0.9479
143294,0.586932,0.9624
143317,0.587026,0.9654
143340,0.587121,0.9641
143364,0.587219,0.9516
143387,0.587313,0.9562
143411,0.587411,0.947
143435,0.58751,0.9711
143459,0.587608,0.9561
143482,0.587702,0.9578
143506,0.587801,0.9591
143529,0.587895,0.9466
143551,0.587985,0.9585
143574,0.588079,0.9696
143597,0.588173,0.9586
143622,0.588276,0.9489
143646,0.588374,0.9596
143670,0.588472,0.9691
143694,0.588571,0.9581
143718,0.588669,0.9552
143742,0.588767,0.9586
143766,0.588866,0.9518
143789,0.58896,0.962
143813,0.589058,0.9536
143837,0.589156,0.9507
143861,0.589255,0.9785
143885,0.589353,0.9527
143909,0.589451,0.9483
143933,0.58955,0.9585
143956,0.589644,0.9681
143981,0.589746,0.9595
144004,0.58984,0.9638
144028,0.589939,0.9698
144052,0.590037,0.9557
144076,0.590135,0.9606
144100,0.590234,0.9615
144124,0.590332,0.9564
144148,0.59043,0.9652
144172,0.590529,0.9505
144195,0.590623,0.9658
144218,0.590717,0.9605
144242,0.590815,0.956
144265,0.590909,0.9564
144289,0.591008,0.9547
144313,0.591106,0.9595
144337,0.591204,0.9593
144361,0.591303,0.9617
144385,0.591401,0.9589
144408,0.591495,0.961
144432,0.591593,0.9468
144455,0.591688,0.9583
144479,0.591786,0.95
144503,0.591884,0.9435
144527,0.591983,0.9468
144550,0.592077,0.95
144574,0.592175,0.961
144598,0.592273,0.9502
144622,0.592372,0.9535
144645,0.592466,0.958
144669,0.592564,0.9584
144693,0.592663,0.9541
144716,0.592757,0.9508
144740,0.592855,0.9612
144764,0.592953,0.9621
144787,0.593048,0.9623
144811,0.593146,0.957
144835,0.593244,0.9543
144858,0.593338,0.9571
144882,0.593437,0.9617
144906,0.593535,0.9615
144930,0.593633,0.9583
144953,0.593727,0.9659
144977,0.593826,0.9566
145001,0.593924,0.9525
145024,0.594018,0.9641
145048,0.594117,0.9491
145073,0.594219,0.9585
145097,0.594317,0.959
145121,0.594416,0.9607
145144,0.59451,0.952
145167,0.594604,0.964
145191,0.594702,0.9587
145214,0.594797,0.9539
145237,0.594891,0.9538
145261,0.594989,0.9698
145284,0.595083,0.9463
145309,0.595186,0.9647
145332,0.59528,0.9545
145356,0.595378,0.9642
145379,0.595472,0.9597
145403,0.595571,0.9528
145427,0.595669,0.966
145451,0.595767,0.9549
145475,0.595866,0.9617
145499,0.595964,0.9632
145522,0.596058,0.9624
145546,0.596156,0.9593
145570,0.596255,0.9605
145594,0.596353,0.9532
145618,0.596451,0.9501
145642,0.59655,0.9498
145666,0.596648,0.9611
145690,0.596746,0.9573
145714,0.596845,0.968
145737,0.596939,0.9603
145761,0.597037,0.953
145784,0.597131,0.9521
145808,0.59723,0.9636
145831,0.597324,0.9648
145856,0.597426,0.9551
145879,0.59752,0.964
145903,0.597619,0.9559
145926,0.597713,0.9552
145949,0.597807,0.9501
145973,0.597905,0.9657
145997,0.598004,0.9581
146021,0.598102,0.9522
146045,0.5982,0.9595
146068,0.598295,0.9645
146091,0.598389,0.9511
146114,0.598483,0.9577
146138,0.598581,0.9663
146161,0.598675,0.9513
146185,0.598774,0.9529
146208,0.598868,0.9713
146231,0.598962,0.9608
146254,0.599056,0.951
146278,0.599155,0.9484
146303,0.599257,0.9577
146327,0.599355,0.9563
146350,0.59945,0.9641
146374,0.599548,0.9537
146399,0.59965,0.9608
146423,0.599749,0.949
146446,0.599843,0.9513
146470,0.599941,0.9591
146493,0.600035,0.9575
146516,0.60013,0.9599
146540,0.600228,0.9582
146563,0.600322,0.9509
146587,0.60042,0.9544
146611,0.600519,0.9582
146634,0.600613,0.9601
146657,0.600707,0.9716
146681,0.600805,0.9565
146704,0.6009,0.9531
146728,0.600998,0.9568
146752,0.601096,0.959
146776,0.601194,0.9711
146799,0.601289,0.9627
146823,0.601387,0.9571
146847,0.601485,0.9587
146871,0.601584,0.9541
146895,0.601682,0.9462
146917,0.601772,0.9595
146939,0.601862,0.96
146962,0.601956,0.9605
146986,0.602055,0.9587
147010,0.602153,0.9588
147034,0.602251,0.9528
147056,0.602341,0.9595
147079,0.602436,0.9672
147103,0.602534,0.9623
147127,0.602632,0.9485
147150,0.602726,0.9572
147173,0.602821,0.9562
147198,0.602923,0.9482
147221,0.603017,0.9632
147245,0.603116,0.9553
147268,0.60321,0.955
147292,0.603308,0.9512
147315,0.603402,0.9641
147340,0.603505,0.9602
147363,0.603599,0.9574
147387,0.603697,0.9634
147411,0.603795,0.9473
147434,0.60389,0.9581
147458,0.603988,0.9598
147482,0.604086,0.9594
147506,0.604185,0.9483
147530,0.604283,0.959
147554,0.604381,0.95
147577,0.604475,0.9585
147601,0.604574,0.9522
147625,0.604672,0.9561
147648,0.604766,0.9438
147671,0.60486,0.9701
147695,0.604959,0.96
147719,0.605057,0.9602
147742,0.605151,0.9444
147766,0.60525,0.9554
147790,0.605348,0.9533
147814,0.605446,0.958
147838,0.605544,0.9575
147861,0.605639,0.9557
147885,0.605737,0.9566
147909,0.605835,0.9477
147933,0.605934,0.9583
147957,0.606032,0.9599
147980,0.606126,0.9451
148004,0.606224,0.9577
148029,0.606327,0.9483
148052,0.606421,0.9598
148076,0.606519,0.9565
148100,0.606618,0.9539
148123,0.606712,0.9585
148147,0.60681,0.9496
148171,0.606908,0.9655
148196,0.607011,0.9576
148219,0.607105,0.9548
148243,0.607203,0.9504
148266,0.607298,0.9571
148290,0.607396,0.968
148314,0.607494,0.9508
148336,0.607584,0.9555
148360,0.607683,0.9599
148383,0.607777,0.9645
148406,0.607871,0.9656
148428,0.607961,0.9558
148430,0.607969,0.9545
148453,0.608063,0.9583
148477,0.608162,0.9592
148501,0.60826,0.9589
148525,0.608358,0.9552
148548,0.608453,0.9631
148571,0.608547,0.96
148595,0.608645,0.9598
148619,0.608743,0.9598
148644,0.608846,0.9534
148668,0.608944,0.952
148692,0.609042,0.951
148716,0.609141,0.9566
148740,0.609239,0.9594
148764,0.609337,0.9574
148788,0.609436,0.9399
148812,0.609534,0.9544
148836,0.609632,0.959
148861,0.609735,0.9514
148884,0.609829,0.9668
148907,0.609923,0.9602
148931,0.610021,0.9647
148954,0.610116,0.9502
148977,0.61021,0.9556
149001,0.610308,0.9633
149025,0.610406,0.9584
149049,0.610505,0.9654
149072,0.610599,0.9591
149095,0.610693,0.9635
149119,0.610791,0.9501
149144,0.610894,0.9622
149167,0.610988,0.9595
149191,0.611086,0.9623
149214,0.611181,0.9467
149239,0.611283,0.9545
149262,0.611377,0.9428
149286,0.611475,0.9509
149310,0.611574,0.9674
149333,0.611668,0.9552
149356,0.611762,0.9568
149380,0.61186,0.9531
149404,0.611959,0.9614
149428,0.612057,0.9522
149452,0.612155,0.9678
149476,0.612254,0.9602
149500,0.612352,0.9559
149524,0.61245,0.9578
149547,0.612545,0.9632
149571,0.612643,0.9628
149594,0.612737,0.9605
149617,0.612831,0.9489
149641,0.61293,0.9491
149664,0.613024,0.96
149687,0.613118,0.9463
149710,0.613212,0.9452
149734,0.61331,0.9572
149758,0.613409,0.9512
149781,0.613503,0.9587
149804,0.613597,0.9603
149828,0.613695,0.9623
149852,0.613794,0.9503
149876,0.613892,0.9575
149901,0.613994,0.9491
149925,0.614093,0.9549
149949,0.614191,0.9649
149973,0.614289,0.9603
149997,0.614388,0.9579
150020,0.614482,0.9702
150044,0.61458,0.9546
150067,0.614674,0.9692
150091,0.614773,0.9614
150114,0.614867,0.9417
150138,0.614965,0.954
150162,0.615064,0.954
150186,0.615162,0.9511
150210,0.61526,0.9571
150234,0.615358,0.9715
150258,0.615457,0.9562
150282,0.615555,0.9466
150306,0.615653,0.9567
150330,0.615752,0.9528
150353,0.615846,0.9559
150376,0.61594,0.9676
150401,0.616042,0.9519
150425,0.616141,0.9521
150449,0.616239,0.9589
150472,0.616333,0.9516
150496,0.616432,0.9594
150520,0.61653,0.9583
150544,0.616628,0.9513
150568,0.616727,0.9537
150591,0.616821,0.9579
150615,0.616919,0.9611
150639,0.617017,0.9605
150662,0.617112,0.957
150687,0.617214,0.9576
150710,0.617308,0.9549
150734,0.617406,0.9673
150758,0.617505,0.9497
150783,0.617607,0.9676
150806,0.617701,0.9641
150829,0.617796,0.9567
150853,0.617894,0.956
150876,0.617988,0.9533
150900,0.618086,0.9587
150923,0.618181,0.957
150947,0.618279,0.9591
150971,0.618377,0.9602
150994,0.618471,0.9532
151018,0.61857,0.9513
151042,0.618668,0.9521
151065,0.618762,0.9507
151089,0.618861,0.9585
151113,0.618959,0.9553
151137,0.619057,0.9533
151162,0.61916,0.9598
151186,0.619258,0.9594
151210,0.619356,0.9503
151234,0.619454,0.9617
151257,0.619549,0.9573
151281,0.619647,0.9622
151305,0.619745,0.9593
151329,0.619844,0.9547
151352,0.619938,0.9581
151376,0.620036,0.9598
151400,0.620134,0.9543
151424,0.620233,0.9594
151447,0.620327,0.9496
151470,0.620421,0.963
151494,0.620519,0.9535
151517,0.620614,0.9674
151542,0.620716,0.9597
151566,0.620814,0.9561
151590,0.620913,0.9578
151613,0.621007,0.956
151637,0.621105,0.9612
151660,0.621199,0.9551
151683,0.621294,0.9559
151708,0.621396,0.9656
151732,0.621494,0.9581
151755,0.621588,0.952
151778,0.621683,0.9658
151801,0.621777,0.9459
151824,0.621871,0.9555
151848,0.621969,0.9544
151872,0.622068,0.9547
151896,0.622166,0.9621
151920,0.622264,0.9634
151944,0.622363,0.9545
151968,0.622461,0.9611
151991,0.622555,0.9577
152015,0.622653,0.9499
152038,0.622748,0.9595
152062,0.622846,0.9531
152086,0.622944,0.9547
152110,0.623043,0.9559
152133,0.623137,0.9655
152157,0.623235,0.9499
152181,0.623333,0.9475
152205,0.623432,0.9497
152228,0.623526,0.957
152252,0.623624,0.9535
152275,0.623718,0.9451
152299,0.623817,0.9533
152323,0.623915,0.9627
152347,0.624013,0.9656
152371,0.624112,0.941
152396,0.624214,0.9629
152419,0.624308,0.949
152444,0.624411,0.9615
152467,0.624505,0.9543
152490,0.624599,0.9604
152513,0.624693,0.9628
152537,0.624792,0.951
152561,0.62489,0.9623
152583,0.62498,0.9582
152607,0.625078,0.9616
152630,0.625172,0.959
152653,0.625267,0.9561
152677,0.625365,0.9508
152701,0.625463,0.9634
152725,0.625562,0.9582
152749,0.62566,0.953
152773,0.625758,0.9545
152797,0.625857,0.9518
152821,0.625955,0.9579
152844,0.626049,0.9575
152868,0.626147,0.9444
152891,0.626242,0.9574
152915,0.62634,0.9616
152937,0.62643,0.9653
152961,0.626528,0.9604
152985,0.626627,0.9611
153009,0.626725,0.9605
153034,0.626827,0.9542
153057,0.626921,0.9583
153081,0.62702,0.9645
153104,0.627114,0.9548
153128,0.627212,0.9598
153152,0.627311,0.9509
153176,0.627409,0.9564
153200,0.627507,0.9573
153223,0.627601,0.9549
153247,0.6277,0.9555
153271,0.627798,0.9614
153293,0.627888,0.9437
153316,0.627982,0.95
153340,0.628081,0.9597
153365,0.628183,0.9547
153388,0.628277,0.9602
153412,0.628376,0.9506
153435,0.62847,0.956
153458,0.628564,0.9555
153481,0.628658,0.9653
153505,0.628756,0.9491
153529,0.628855,0.9574
153552,0.628949,0.9583
153576,0.629047,0.9519
153599,0.629142,0.9538
153623,0.62924,0.9575
153646,0.629334,0.9561
153670,0.629432,0.9466
153694,0.629531,0.9551
153718,0.629629,0.9529
153740,0.629719,0.9568
153764,0.629817,0.9586
153787,0.629912,0.9481
153811,0.63001,0.9556
153834,0.630104,0.9737
153858,0.630202,0.9664
153882,0.630301,0.9456
153904,0.630391,0.9504
153928,0.630489,0.9458
153951,0.630583,0.9566
153975,0.630682,0.9546
153999,0.63078,0.9596
154022,0.630874,0.9539
154046,0.630972,0.9614
154070,0.631071,0.9568
154093,0.631165,0.9423
154117,0.631263,0.9544
154141,0.631362,0.9575
154165,0.63146,0.9549
154189,0.631558,0.9578
154213,0.631656,0.9594
154236,0.631751,0.9541
154260,0.631849,0.9545
154284,0.631947,0.9565
154308,0.632046,0.9545
154332,0.632144,0.957
154355,0.632238,0.9534
154379,0.632336,0.9535
154402,0.632431,0.9616
154425,0.632525,0.9553
154449,0.632623,0.9611
154472,0.632717,0.95
154495,0.632812,0.9561
154519,0.63291,0.9649
154543,0.633008,0.9557
154567,0.633106,0.9573
154592,0.633209,0.9571
154616,0.633307,0.9516
154639,0.633401,0.9592
154663,0.6335,0.962
154687,0.633598,0.9607
154711,0.633696,0.9483
154734,0.63379,0.9562
154758,0.633889,0.9355
154782,0.633987,0.9478
154806,0.634085,0.9506
154830,0.634184,0.9561
154853,0.634278,0.9575
154877,0.634376,0.9672
154901,0.634474,0.9511
154925,0.634573,0.9501
154950,0.634675,0.9565
154974,0.634774,0.9596
154997,0.634868,0.9555
155021,0.634966,0.947
155044,0.63506,0.9649
155068,0.635159,0.9575
155092,0.635257,0.9539
155116,0.635355,0.9523
155139,0.635449,0.9664
155163,0.635548,0.9605
155186,0.635642,0.9538
155210,0.63574,0.9513
155233,0.635834,0.9558
155257,0.635933,0.9472
155281,0.636031,0.9526
155304,0.636125,0.9578
155328,0.636223,0.9591
155352,0.636322,0.9566
155375,0.636416,0.955
155398,0.63651,0.9595
155421,0.636604,0.9527
155445,0.636703,0.9526
155469,0.636801,0.9488
155493,0.636899,0.9678
155517,0.636998,0.955
155540,0.637092,0.9609
155564,0.63719,0.958
155587,0.637284,0.9557
155612,0.637387,0.9568
155635,0.637481,0.9534
155659,0.637579,0.9536
155683,0.637678,0.9569
155705,0.637768,0.9593
155730,0.63787,0.9541
155752,0.63796,0.9636
155776,0.638058,0.9454
155799,0.638153,0.9677
155823,0.638251,0.9531
