step,train_acts_billions,train_loss
58046,0.237756,0.9816
58070,0.237855,0.9863
58095,0.237957,0.9864
58117,0.238047,0.9807
58140,0.238141,0.9842
58163,0.238236,0.9925
58187,0.238334,0.982
58211,0.238432,0.9856
58234,0.238526,0.9914
58257,0.238621,0.9766
58281,0.238719,0.988
58305,0.238817,0.982
58329,0.238916,0.9873
58353,0.239014,0.9852
58377,0.239112,0.9785
58401,0.23921,0.9852
58425,0.239309,0.9926
58449,0.239407,0.9822
58472,0.239501,0.9815
58495,0.239596,0.983
58519,0.239694,0.9858
58542,0.239788,0.9903
58565,0.239882,0.985
58589,0.239981,0.9843
58613,0.240079,0.9866
58637,0.240177,0.9761
58661,0.240275,0.9881
58685,0.240374,0.9839
58708,0.240468,0.985
58730,0.240558,0.9791
58753,0.240652,0.9892
58777,0.240751,0.9847
58801,0.240849,0.9893
58825,0.240947,0.9751
58848,0.241041,0.9717
58872,0.24114,0.9763
58894,0.24123,0.9766
58917,0.241324,0.9757
58940,0.241418,0.9845
58964,0.241517,0.9872
58988,0.241615,0.9918
59012,0.241713,0.9869
59037,0.241816,0.9842
59060,0.24191,0.9887
59085,0.242012,0.9911
59108,0.242106,0.9834
59132,0.242205,0.9807
59156,0.242303,0.9872
59180,0.242401,0.9872
59204,0.2425,0.9649
59228,0.242598,0.9823
59252,0.242696,0.9888
59275,0.24279,0.9933
59298,0.242885,0.9829
59322,0.242983,0.9826
59346,0.243081,0.9775
59370,0.24318,0.9833
59393,0.243274,0.985
59416,0.243368,0.982
59440,0.243466,0.9855
59464,0.243565,0.99
59487,0.243659,0.9782
59509,0.243749,0.9876
59533,0.243847,0.9846
59557,0.243945,0.9915
59581,0.244044,0.9844
59604,0.244138,0.996
59627,0.244232,0.9908
59650,0.244326,0.9841
59673,0.244421,0.9881
59697,0.244519,0.9789
59721,0.244617,0.9878
59745,0.244716,0.9829
59769,0.244814,0.9743
59793,0.244912,0.9799
59817,0.24501,0.9891
59842,0.245113,0.9737
59866,0.245211,0.9908
59889,0.245305,0.9788
59913,0.245404,0.9778
59937,0.245502,0.9794
59961,0.2456,0.9793
59985,0.245699,0.9798
60008,0.245793,0.987
60031,0.245887,0.9836
60055,0.245985,0.9866
60077,0.246075,0.9753
60101,0.246174,0.9868
60125,0.246272,0.9849
60149,0.24637,0.9804
60173,0.246469,0.9796
60196,0.246563,0.9862
60219,0.246657,0.9858
60242,0.246751,0.9814
60265,0.246845,0.9753
60289,0.246944,0.9789
60313,0.247042,0.984
60337,0.24714,0.9755
60360,0.247235,0.9842
60384,0.247333,0.9788
60409,0.247435,0.9715
60432,0.247529,0.9801
60455,0.247624,0.9948
60478,0.247718,0.9822
60502,0.247816,0.977
60525,0.24791,0.9775
60549,0.248009,0.9844
60574,0.248111,0.9806
60597,0.248205,0.98
60621,0.248304,0.9842
60645,0.248402,0.9779
60669,0.2485,0.9854
60692,0.248594,0.9879
60716,0.248693,0.9735
60739,0.248787,0.9789
60763,0.248885,0.9829
60787,0.248984,0.9804
60811,0.249082,0.9869
60834,0.249176,0.9877
60858,0.249274,0.9798
60881,0.249369,0.9847
60905,0.249467,0.9901
60929,0.249565,0.9796
60954,0.249668,0.9795
60977,0.249762,0.9909
61001,0.24986,0.9903
61024,0.249954,0.9858
61048,0.250053,0.9874
61072,0.250151,0.9871
61096,0.250249,0.9844
61119,0.250343,0.9786
61143,0.250442,0.985
61167,0.25054,0.9829
61190,0.250634,0.9805
61215,0.250737,0.998
61238,0.250831,0.9891
61261,0.250925,0.9862
61284,0.251019,0.9768
61307,0.251113,0.9808
61332,0.251216,0.9704
61354,0.251306,0.9783
61378,0.251404,0.9848
61402,0.251503,0.9743
61425,0.251597,0.983
61449,0.251695,0.975
61472,0.251789,0.9828
61497,0.251892,0.9831
61520,0.251986,0.9735
61545,0.252088,0.9694
61569,0.252187,0.9681
61592,0.252281,0.991
61617,0.252383,0.9821
61640,0.252477,0.9805
61664,0.252576,0.994
61688,0.252674,0.9801
61712,0.252772,0.9904
61736,0.252871,0.9813
61759,0.252965,0.9804
61783,0.253063,0.9799
61807,0.253161,0.972
61831,0.25326,0.9779
61854,0.253354,0.9805
61878,0.253452,0.9823
61901,0.253546,0.9701
61923,0.253637,0.9743
61946,0.253731,0.9866
61969,0.253825,0.9908
61992,0.253919,0.9919
62016,0.254018,0.9768
62040,0.254116,0.9778
62064,0.254214,0.9842
62088,0.254312,0.9918
62112,0.254411,0.9767
62135,0.254505,0.9892
62159,0.254603,0.9826
62183,0.254702,0.9802
62206,0.254796,0.9902
62230,0.254894,0.9868
62254,0.254992,0.9842
62277,0.255087,0.9883
62301,0.255185,0.9825
62325,0.255283,0.981
62349,0.255382,0.9921
62373,0.25548,0.9922
62396,0.255574,0.9837
62420,0.255672,0.9823
62443,0.255767,0.9774
62467,0.255865,0.9859
62490,0.255959,0.9884
62496,0.255984,1.0072
62514,0.256057,0.9963
62537,0.256152,0.9811
62562,0.256254,0.9837
62586,0.256352,0.978
62610,0.256451,0.9786
62633,0.256545,0.9856
62656,0.256639,0.9851
62680,0.256737,0.9836
62703,0.256831,0.9811
62727,0.25693,0.9824
62751,0.257028,0.985
62775,0.257126,0.9868
62799,0.257225,0.9863
62822,0.257319,0.9864
62846,0.257417,0.9783
62870,0.257516,0.9789
62894,0.257614,0.9805
62917,0.257708,0.986
62941,0.257806,0.9706
62963,0.257896,0.9884
62987,0.257995,0.9798
63011,0.258093,0.9856
63035,0.258191,0.9812
63059,0.25829,0.973
63082,0.258384,0.9808
63106,0.258482,0.9786
63129,0.258576,0.9841
63153,0.258675,0.9747
63176,0.258769,0.9774
63199,0.258863,0.9833
63222,0.258957,0.9781
63246,0.259056,0.9825
63269,0.25915,0.9816
63292,0.259244,0.9767
63316,0.259342,0.9816
63340,0.259441,0.9853
63364,0.259539,0.9802
63387,0.259633,0.9807
63411,0.259731,0.9878
63435,0.25983,0.9863
63459,0.259928,0.983
63483,0.260026,0.9927
63507,0.260125,0.9814
63530,0.260219,0.9691
63554,0.260317,0.9817
63579,0.26042,0.9745
63602,0.260514,0.9879
63626,0.260612,0.9743
63649,0.260706,0.9819
63673,0.260805,0.9764
63696,0.260899,0.9782
63720,0.260997,0.9802
63744,0.261095,0.9806
63768,0.261194,0.9835
63792,0.261292,0.9723
63816,0.26139,0.9889
63840,0.261489,0.9864
63864,0.261587,0.9794
63888,0.261685,0.978
63911,0.261779,0.976
63936,0.261882,0.9719
63959,0.261976,0.9738
63983,0.262074,0.9727
64007,0.262173,0.9796
64031,0.262271,0.9795
64054,0.262365,0.9735
64079,0.262468,0.9898
64103,0.262566,0.9867
64125,0.262656,0.9754
64149,0.262754,0.9931
64173,0.262853,0.9881
64196,0.262947,0.9885
64219,0.263041,0.9871
64243,0.263139,0.985
64267,0.263238,0.9793
64291,0.263336,0.9912
64315,0.263434,0.9842
64339,0.263533,0.9831
64363,0.263631,0.9767
64386,0.263725,0.9749
64410,0.263823,0.9804
64434,0.263922,0.9749
64458,0.26402,0.9838
64480,0.26411,0.9851
64504,0.264208,0.9817
64528,0.264307,0.9845
64552,0.264405,0.9862
64575,0.264499,0.9836
64599,0.264598,0.9748
64623,0.264696,0.9809
64646,0.26479,0.9935
64670,0.264888,0.9878
64694,0.264987,0.9794
64717,0.265081,0.9799
64740,0.265175,0.9739
64765,0.265277,0.9799
64788,0.265372,0.9883
64812,0.26547,0.993
64835,0.265564,0.9723
64859,0.265662,0.979
64884,0.265765,0.9785
64908,0.265863,0.9877
64932,0.265961,0.9762
64956,0.26606,0.972
64979,0.266154,0.9826
65003,0.266252,0.9715
65025,0.266342,0.9824
65049,0.266441,0.9827
65072,0.266535,0.9743
65096,0.266633,0.9848
65119,0.266727,0.9821
65143,0.266826,0.9861
65166,0.26692,0.9813
65190,0.267018,0.9754
65214,0.267117,0.9794
65239,0.267219,0.9845
65263,0.267317,0.9809
65287,0.267416,0.9833
65311,0.267514,0.9847
65335,0.267612,0.9822
65359,0.26771,0.9803
65382,0.267805,0.9876
65406,0.267903,0.9742
65429,0.267997,0.9794
65453,0.268095,0.9792
65476,0.26819,0.977
65499,0.268284,0.9808
65522,0.268378,0.9846
65546,0.268476,0.9821
65570,0.268575,0.977
65594,0.268673,0.9757
65618,0.268771,0.9922
65642,0.26887,0.9804
65666,0.268968,0.9882
65688,0.269058,0.9745
65713,0.26916,0.976
65736,0.269255,0.9715
65760,0.269353,0.9818
65784,0.269451,0.9844
65808,0.26955,0.9712
65831,0.269644,0.9828
65855,0.269742,0.9755
65878,0.269836,0.979
65903,0.269939,0.9819
65925,0.270029,0.9904
65950,0.270131,0.9837
65973,0.270225,0.9727
65996,0.27032,0.9893
66020,0.270418,0.9796
66043,0.270512,0.9804
66067,0.27061,0.9761
66090,0.270705,0.9747
66114,0.270803,0.9915
66137,0.270897,0.9843
66161,0.270995,0.985
66185,0.271094,0.9832
66208,0.271188,0.9846
66233,0.27129,0.978
66255,0.27138,0.9825
66279,0.271479,0.9877
66303,0.271577,0.9794
66327,0.271675,0.9866
66350,0.27177,0.9661
66373,0.271864,0.9843
66396,0.271958,0.9897
66420,0.272056,0.9716
66443,0.272151,0.9752
66467,0.272249,0.9813
66490,0.272343,0.9895
66514,0.272441,0.9841
66537,0.272536,0.976
66561,0.272634,0.975
66584,0.272728,0.9926
66608,0.272826,0.9796
66632,0.272925,0.9846
66656,0.273023,0.9812
66679,0.273117,0.978
66703,0.273215,0.969
66725,0.273306,0.9867
66750,0.273408,0.9742
66773,0.273502,0.9823
66796,0.273596,0.9814
66820,0.273695,0.9634
66844,0.273793,0.9827
66868,0.273891,0.9648
66891,0.273986,0.9806
66914,0.27408,0.9801
66938,0.274178,0.984
66961,0.274272,0.9905
66985,0.274371,0.9736
67008,0.274465,0.9879
67031,0.274559,0.982
67055,0.274657,0.9733
67078,0.274751,0.9821
67101,0.274846,0.9785
67124,0.27494,0.971
67148,0.275038,0.9719
67172,0.275137,0.9831
67197,0.275239,0.9785
67221,0.275337,0.9815
67244,0.275431,0.9791
67267,0.275526,0.9928
67290,0.27562,0.9819
67315,0.275722,0.9846
67338,0.275816,0.9823
67362,0.275915,0.9847
67387,0.276017,0.9802
67411,0.276115,0.9806
67435,0.276214,0.9722
67460,0.276316,0.9848
67484,0.276414,0.9766
67508,0.276513,0.9885
67531,0.276607,0.9849
67555,0.276705,0.9784
67579,0.276804,0.9743
67603,0.276902,0.9761
67626,0.276996,0.9849
67650,0.277094,0.9731
67673,0.277189,0.975
67695,0.277279,0.9726
67718,0.277373,0.9823
67742,0.277471,0.9739
67766,0.27757,0.9761
67790,0.277668,0.9796
67813,0.277762,0.9686
67835,0.277852,0.9741
67858,0.277946,0.974
67881,0.278041,0.9834
67905,0.278139,0.9799
67928,0.278233,0.9826
67952,0.278331,0.9885
67976,0.27843,0.9832
67999,0.278524,0.9758
68023,0.278622,0.975
68046,0.278716,0.983
68069,0.278811,0.9779
68093,0.278909,0.982
68116,0.279003,0.9799
68140,0.279101,0.982
68165,0.279204,0.9776
68188,0.279298,0.9766
68212,0.279396,0.9807
68236,0.279495,0.9814
68259,0.279589,0.9783
68283,0.279687,0.9948
68306,0.279781,0.9766
68330,0.27988,0.977
68354,0.279978,0.9821
68378,0.280076,0.975
68403,0.280179,0.9832
68426,0.280273,0.9685
68449,0.280367,0.9891
68473,0.280465,0.9771
68496,0.28056,0.9802
68520,0.280658,0.975
68544,0.280756,0.9866
68567,0.28085,0.9804
68591,0.280949,0.979
68614,0.281043,0.9762
68638,0.281141,0.9769
68661,0.281235,0.9807
68686,0.281338,0.9739
68710,0.281436,0.9829
68734,0.281534,0.9722
68757,0.281629,0.9798
68781,0.281727,0.9841
68805,0.281825,0.9771
68830,0.281928,0.9715
68854,0.282026,0.9694
68877,0.28212,0.972
68901,0.282218,0.9699
68925,0.282317,0.9736
68949,0.282415,0.9792
68973,0.282513,0.979
68997,0.282612,0.9819
69020,0.282706,0.9864
69043,0.2828,0.9744
69068,0.282903,0.9789
69092,0.283001,0.9681
69115,0.283095,0.9762
69139,0.283193,0.9791
69163,0.283292,0.9668
69187,0.28339,0.9809
69211,0.283488,0.9664
69234,0.283582,0.9768
69257,0.283677,0.9738
69280,0.283771,0.9766
69303,0.283865,0.9818
69327,0.283963,0.9696
69351,0.284062,0.9907
69374,0.284156,0.99
69398,0.284254,0.968
69421,0.284348,0.9819
69443,0.284439,0.9818
69468,0.284541,0.9791
69491,0.284635,0.974
69514,0.284729,0.9775
69538,0.284828,0.9742
69562,0.284926,0.9734
69586,0.285024,0.9684
69609,0.285118,0.9803
69631,0.285209,0.972
69655,0.285307,0.9691
69679,0.285405,0.977
69703,0.285503,0.973
69727,0.285602,0.979
69751,0.2857,0.9803
69774,0.285794,0.9777
69798,0.285893,0.9933
69823,0.285995,0.9719
69847,0.286093,0.9842
69871,0.286192,0.9807
69895,0.28629,0.9842
69919,0.286388,0.9857
69943,0.286487,0.9851
69967,0.286585,0.9859
69990,0.286679,0.9776
70013,0.286773,0.9827
70036,0.286867,0.9758
70060,0.286966,0.9685
70084,0.287064,0.9717
70108,0.287162,0.9723
70132,0.287261,0.9762
70157,0.287363,0.9674
70179,0.287453,0.9724
70203,0.287551,0.9833
70226,0.287646,0.9867
70250,0.287744,0.9663
70275,0.287846,0.9821
70299,0.287945,0.9774
70308,0.287982,0.9928
70322,0.288039,0.9888
70346,0.288137,0.9833
70369,0.288231,0.9782
70392,0.288326,0.9735
70416,0.288424,0.9722
70440,0.288522,0.9691
70463,0.288616,0.9796
70488,0.288719,0.9739
70512,0.288817,0.9634
70536,0.288915,0.9871
70560,0.289014,0.9673
70582,0.289104,0.9687
70607,0.289206,0.9843
70631,0.289305,0.9782
70655,0.289403,0.9721
70679,0.289501,0.9802
70702,0.289595,0.9728
70726,0.289694,0.9698
70749,0.289788,0.9719
70773,0.289886,0.9767
70797,0.289985,0.9792
70820,0.290079,0.9789
70844,0.290177,0.9819
70867,0.290271,0.9835
70891,0.29037,0.9804
70915,0.290468,0.9689
70939,0.290566,0.9858
70963,0.290664,0.9804
70987,0.290763,0.9777
71011,0.290861,0.9766
71034,0.290955,0.9722
71057,0.291049,0.9916
71081,0.291148,0.9755
71105,0.291246,0.9817
71129,0.291344,0.9796
71152,0.291439,0.9775
71175,0.291533,0.9791
71199,0.291631,0.9792
71222,0.291725,0.9759
71246,0.291824,0.9724
71270,0.291922,0.9751
71293,0.292016,0.9802
71317,0.292114,0.9757
71341,0.292213,0.9767
71364,0.292307,0.9837
71388,0.292405,0.9717
71412,0.292504,0.9819
71435,0.292598,0.9893
71459,0.292696,0.9687
71483,0.292794,0.9809
71506,0.292889,0.9721
71529,0.292983,0.9739
71553,0.293081,0.9736
71577,0.293179,0.9856
71600,0.293274,0.9782
71624,0.293372,0.9758
71647,0.293466,0.9829
71671,0.293564,0.976
71694,0.293659,0.9784
71718,0.293757,0.9741
71740,0.293847,0.9676
71764,0.293945,0.9814
71789,0.294048,0.9656
71812,0.294142,0.9791
71836,0.29424,0.9842
71859,0.294334,0.9796
71882,0.294429,0.9796
71906,0.294527,0.9739
71930,0.294625,0.9827
71954,0.294724,0.9694
71978,0.294822,0.9911
72001,0.294916,0.9764
72026,0.295018,0.9744
72050,0.295117,0.9768
72073,0.295211,0.9743
72097,0.295309,0.9765
72121,0.295408,0.9861
72145,0.295506,0.9666
72169,0.295604,0.9698
72192,0.295698,0.9721
72215,0.295793,0.9784
72239,0.295891,0.9879
72262,0.295985,0.9844
72286,0.296083,0.9667
72310,0.296182,0.9822
72334,0.29628,0.9843
72358,0.296378,0.9741
72382,0.296477,0.978
72406,0.296575,0.9762
72430,0.296673,0.9799
72454,0.296772,0.9732
72478,0.29687,0.9813
72502,0.296968,0.9765
72526,0.297066,0.977
72550,0.297165,0.9695
72573,0.297259,0.9826
72596,0.297353,0.9729
72621,0.297456,0.9978
72645,0.297554,0.9736
72669,0.297652,0.9938
72693,0.297751,0.9862
72716,0.297845,0.9837
72739,0.297939,0.9877
72763,0.298037,0.9779
72786,0.298131,0.979
72809,0.298226,0.9799
72832,0.29832,0.9811
72856,0.298418,0.993
72879,0.298512,0.9818
72903,0.298611,0.9866
72925,0.298701,0.9751
72949,0.298799,0.9772
72973,0.298897,0.9755
72996,0.298992,0.9822
73021,0.299094,0.9807
73045,0.299192,0.9832
73069,0.299291,0.9782
73092,0.299385,0.9912
73116,0.299483,0.9786
73140,0.299581,0.9845
73163,0.299676,0.9683
73186,0.29977,0.9935
73211,0.299872,0.9755
73234,0.299966,0.981
73259,0.300069,0.9726
73283,0.300167,0.9877
73307,0.300265,0.9763
73330,0.30036,0.972
73354,0.300458,0.9784
73377,0.300552,0.9812
73400,0.300646,0.9724
73424,0.300745,0.9712
73447,0.300839,0.9797
73471,0.300937,0.9726
73495,0.301036,0.9783
73518,0.30113,0.9743
73542,0.301228,0.9763
73566,0.301326,0.9682
73591,0.301429,0.9832
73614,0.301523,0.9724
73638,0.301621,0.9744
73661,0.301715,0.969
73685,0.301814,0.992
73710,0.301916,0.9779
73733,0.30201,0.98
73757,0.302109,0.9796
73781,0.302207,0.9682
73805,0.302305,0.9708
73828,0.302399,0.9775
73852,0.302498,0.9856
73875,0.302592,0.9824
73899,0.30269,0.9639
73922,0.302785,0.9742
73946,0.302883,0.9731
73969,0.302977,0.9756
73993,0.303075,0.9869
74016,0.30317,0.968
74040,0.303268,0.9727
74064,0.303366,0.9698
74088,0.303464,0.9774
74112,0.303563,0.9774
74136,0.303661,0.978
74158,0.303751,0.9666
74181,0.303845,0.9708
74205,0.303944,0.9823
74229,0.304042,0.9806
74253,0.30414,0.9726
74277,0.304239,0.9747
74300,0.304333,0.9743
74324,0.304431,0.9715
74348,0.304529,0.983
74372,0.304628,0.9844
74395,0.304722,0.9808
74419,0.30482,0.9831
74443,0.304919,0.9756
74467,0.305017,0.973
74491,0.305115,0.9824
74515,0.305213,0.9594
74539,0.305312,0.9901
74564,0.305414,0.9756
74588,0.305512,0.9714
74612,0.305611,0.9738
74636,0.305709,0.979
74659,0.305803,0.9948
74683,0.305902,0.9689
74706,0.305996,0.9799
74729,0.30609,0.9841
74754,0.306192,0.9758
74777,0.306287,0.9647
74800,0.306381,0.9861
74823,0.306475,0.9773
74848,0.306577,0.978
74871,0.306672,0.9737
74895,0.30677,0.9681
74918,0.306864,0.9712
74943,0.306967,0.9786
74966,0.307061,0.9702
74989,0.307155,0.9682
75013,0.307253,0.9905
75037,0.307352,0.9804
75060,0.307446,0.969
75084,0.307544,0.9832
75108,0.307642,0.9708
75131,0.307737,0.969
75155,0.307835,0.9678
75179,0.307933,0.9742
75203,0.308031,0.9833
75227,0.30813,0.9633
75251,0.308228,0.9646
75275,0.308326,0.969
75299,0.308425,0.9755
75322,0.308519,0.9771
75344,0.308609,0.9861
75368,0.308707,0.9783
75393,0.30881,0.9796
75415,0.3089,0.9785
75440,0.309002,0.974
75464,0.309101,0.9792
75488,0.309199,0.9752
75512,0.309297,0.98
75536,0.309395,0.9676
75559,0.30949,0.9771
75583,0.309588,0.9884
75608,0.30969,0.9687
75631,0.309785,0.9779
75655,0.309883,0.9691
75678,0.309977,0.9609
75702,0.310075,0.9721
75725,0.31017,0.9685
75749,0.310268,0.9673
75773,0.310366,0.9684
75797,0.310465,0.9804
75821,0.310563,0.9664
75844,0.310657,0.9792
75868,0.310755,0.9769
75891,0.31085,0.9668
75915,0.310948,0.9711
75939,0.311046,0.977
75963,0.311144,0.9624
75987,0.311243,0.9744
76012,0.311345,0.9882
76035,0.311439,0.9865
76059,0.311538,0.975
76083,0.311636,0.9662
76107,0.311734,0.9799
76130,0.311828,0.9767
76154,0.311927,0.9806
76177,0.312021,0.9822
76201,0.312119,0.9799
76224,0.312214,0.9904
76248,0.312312,0.9786
76273,0.312414,0.9832
76296,0.312508,0.9743
76320,0.312607,0.9717
76343,0.312701,0.9681
76366,0.312795,0.981
76390,0.312893,0.9804
76414,0.312992,0.9747
76437,0.313086,0.9801
76461,0.313184,0.9832
76484,0.313278,0.9746
76508,0.313377,0.9738
76532,0.313475,0.9748
76556,0.313573,0.9763
76579,0.313668,0.9617
76603,0.313766,0.9836
76627,0.313864,0.9738
76651,0.313962,0.9667
76674,0.314057,0.9763
76697,0.314151,0.971
76721,0.314249,0.9899
76744,0.314343,0.9767
76768,0.314442,0.9732
76792,0.31454,0.9648
76817,0.314642,0.974
76840,0.314737,0.9693
76865,0.314839,0.9677
76887,0.314929,0.9769
76911,0.315027,0.9816
76935,0.315126,0.9772
76959,0.315224,0.967
76983,0.315322,0.9703
77007,0.315421,0.9747
77030,0.315515,0.9826
77054,0.315613,0.9764
77078,0.315711,0.9733
77101,0.315806,0.9781
77125,0.315904,0.963
77148,0.315998,0.9688
77171,0.316092,0.9691
77194,0.316187,0.9765
77219,0.316289,0.9755
77242,0.316383,0.9752
77266,0.316482,0.977
77290,0.31658,0.9697
77314,0.316678,0.9807
77338,0.316776,0.9707
77362,0.316875,0.9751
77386,0.316973,0.9847
77410,0.317071,0.9693
77433,0.317166,0.9685
77457,0.317264,0.966
77480,0.317358,0.9806
77505,0.31746,0.9815
77528,0.317555,0.9883
77552,0.317653,0.991
77576,0.317751,0.9765
77600,0.31785,0.981
77623,0.317944,0.9693
77647,0.318042,0.9748
77671,0.31814,0.9808
77694,0.318235,0.982
77717,0.318329,0.9698
77741,0.318427,0.9637
77764,0.318521,0.9796
77788,0.31862,0.9725
77811,0.318714,0.9813
77835,0.318812,0.9765
77859,0.31891,0.9724
77883,0.319009,0.9639
77907,0.319107,0.962
77931,0.319205,0.9684
77954,0.3193,0.9761
77977,0.319394,0.9643
78001,0.319492,0.9684
78025,0.31959,0.972
78048,0.319685,0.9729
78072,0.319783,0.9705
78095,0.319877,0.9668
78119,0.319975,0.9674
78120,0.31998,0.9769
78143,0.320074,0.9614
78167,0.320172,0.9676
78191,0.32027,0.9777
78216,0.320373,0.9729
78238,0.320463,0.9739
78263,0.320565,0.9843
78285,0.320655,0.976
78310,0.320758,0.9686
78333,0.320852,0.9656
78357,0.32095,0.9676
78381,0.321049,0.9683
78405,0.321147,0.9797
78429,0.321245,0.9682
78453,0.321343,0.9758
78476,0.321438,0.9773
78499,0.321532,0.9779
78522,0.321626,0.9681
78545,0.32172,0.9784
78569,0.321819,0.9725
78592,0.321913,0.9735
78616,0.322011,0.9634
78640,0.322109,0.97
78664,0.322208,0.9871
78688,0.322306,0.9697
78713,0.322408,0.9858
78736,0.322503,0.9712
78760,0.322601,0.9828
78783,0.322695,0.9729
78807,0.322793,0.9726
78830,0.322888,0.9793
78854,0.322986,0.9752
78878,0.323084,0.9876
78902,0.323183,0.9785
78926,0.323281,0.9777
78950,0.323379,0.9755
78973,0.323473,0.983
78996,0.323568,0.9631
79020,0.323666,0.9713
79044,0.323764,0.9698
79067,0.323858,0.9791
79091,0.323957,0.9715
79115,0.324055,0.9781
79139,0.324153,0.9623
79162,0.324248,0.9766
79185,0.324342,0.9886
79210,0.324444,0.9844
79233,0.324538,0.9766
79257,0.324637,0.9773
79281,0.324735,0.9718
79305,0.324833,0.9751
79330,0.324936,0.9723
79354,0.325034,0.9774
79377,0.325128,0.9893
79400,0.325222,0.9742
79423,0.325317,0.9779
79447,0.325415,0.9671
79471,0.325513,0.9716
79495,0.325612,0.9712
79518,0.325706,0.9781
79543,0.325808,0.9658
79566,0.325902,0.986
79589,0.325997,0.9688
79614,0.326099,0.9677
79637,0.326193,0.9728
79660,0.326287,0.9756
79684,0.326386,0.9705
79708,0.326484,0.9741
79732,0.326582,0.9733
79756,0.326681,0.9745
79780,0.326779,0.9768
79804,0.326877,0.9682
79828,0.326975,0.9682
79851,0.32707,0.9662
79875,0.327168,0.9751
79898,0.327262,0.9597
79923,0.327365,0.9705
79946,0.327459,0.9684
79969,0.327553,0.9817
79992,0.327647,0.9869
80016,0.327746,0.9801
80039,0.32784,0.9733
80062,0.327934,0.9726
80085,0.328028,0.9674
80108,0.328122,0.9785
80131,0.328217,0.9743
80155,0.328315,0.9816
80179,0.328413,0.9774
80203,0.328511,0.9624
80226,0.328606,0.9744
80250,0.328704,0.9758
80273,0.328798,0.9775
80296,0.328892,0.9693
80320,0.328991,0.9711
80343,0.329085,0.9703
80367,0.329183,0.9711
80391,0.329282,0.9625
80413,0.329372,0.9667
80438,0.329474,0.976
80461,0.329568,0.9689
80485,0.329667,0.9769
80508,0.329761,0.9766
80532,0.329859,0.9753
80556,0.329957,0.9619
80580,0.330056,0.9835
80603,0.33015,0.9764
80628,0.330252,0.9676
80652,0.330351,0.9801
80676,0.330449,0.9652
80700,0.330547,0.9774
80723,0.330641,0.9677
80746,0.330736,0.9727
80768,0.330826,0.9708
80792,0.330924,0.9773
80816,0.331022,0.9622
80840,0.331121,0.9789
80864,0.331219,0.9749
80888,0.331317,0.965
80912,0.331416,0.9713
80935,0.33151,0.9793
80959,0.331608,0.9789
80983,0.331706,0.9739
81006,0.331801,0.9685
81030,0.331899,0.9899
81054,0.331997,0.9714
81079,0.3321,0.9771
81102,0.332194,0.9706
81125,0.332288,0.9804
81149,0.332386,0.9853
81172,0.332481,0.9752
81196,0.332579,0.9804
81219,0.332673,0.9698
81242,0.332767,0.9793
81265,0.332861,0.9573
81289,0.33296,0.9745
81313,0.333058,0.9776
81337,0.333156,0.975
81360,0.333251,0.9696
81384,0.333349,0.9682
81408,0.333447,0.9683
81432,0.333545,0.9803
81455,0.33364,0.974
81479,0.333738,0.9768
81502,0.333832,0.9679
81526,0.33393,0.9667
81549,0.334025,0.9686
81573,0.334123,0.9789
81597,0.334221,0.9665
81621,0.33432,0.9726
81644,0.334414,0.9764
81668,0.334512,0.9759
81692,0.33461,0.9793
81715,0.334705,0.9814
81738,0.334799,0.9649
81762,0.334897,0.9837
81785,0.334991,0.9732
81807,0.335081,0.9722
81831,0.33518,0.9704
81855,0.335278,0.9662
81878,0.335372,0.9785
81902,0.335471,0.9756
81926,0.335569,0.9729
81950,0.335667,0.9674
81974,0.335766,0.9769
81997,0.33586,0.9777
82021,0.335958,0.9891
82045,0.336056,0.9718
82068,0.336151,0.9744
82092,0.336249,0.9741
82116,0.336347,0.98
82140,0.336445,0.9674
82164,0.336544,0.9678
82187,0.336638,0.9729
82211,0.336736,0.9727
82235,0.336835,0.9803
82259,0.336933,0.9701
82283,0.337031,0.9686
82306,0.337125,0.9841
82329,0.33722,0.9817
82353,0.337318,0.9722
82377,0.337416,0.9698
82401,0.337514,0.9702
82425,0.337613,0.9687
82448,0.337707,0.9748
82472,0.337805,0.9604
82496,0.337904,0.9697
82519,0.337998,0.9757
82543,0.338096,0.9695
82567,0.338194,0.9703
82591,0.338293,0.978
82615,0.338391,0.9738
82639,0.338489,0.9885
82663,0.338588,0.9774
82687,0.338686,0.9739
82711,0.338784,0.9674
82735,0.338883,0.9762
82759,0.338981,0.9769
82783,0.339079,0.9764
82806,0.339173,0.9805
82829,0.339268,0.9741
82853,0.339366,0.9726
82877,0.339464,0.9665
82900,0.339558,0.9764
82925,0.339661,0.974
82948,0.339755,0.9729
82971,0.339849,0.9716
82994,0.339943,0.961
83018,0.340042,0.9749
83041,0.340136,0.9663
83065,0.340234,0.9648
83088,0.340328,0.9641
83112,0.340427,0.9787
83136,0.340525,0.9712
83160,0.340623,0.9703
83184,0.340722,0.9757
83208,0.34082,0.9756
83232,0.340918,0.9672
83256,0.341017,0.9736
83279,0.341111,0.9797
83303,0.341209,0.9746
83327,0.341307,0.9702
83351,0.341406,0.9748
83375,0.341504,0.9782
83399,0.341602,0.9699
83423,0.341701,0.9722
83447,0.341799,0.9702
83470,0.341893,0.9793
83494,0.341991,0.9702
83518,0.34209,0.973
83541,0.342184,0.975
83565,0.342282,0.9707
83588,0.342376,0.9702
83612,0.342475,0.9628
